TRINITY_DN0_c0_g1_i1	S0005-DNDN0
TRINITY_DN9_c0_g1_i1	S0005-DNDN9
TRINITY_DN47_c0_g1_i1	S0005-DNDN47
TRINITY_DN65_c0_g1_i1	S0005-DNDN65
TRINITY_DN71_c0_g1_i1	S0005-DNDN71
TRINITY_DN25_c0_g1_i1	S0005-DNDN25
TRINITY_DN44_c0_g1_i1	S0005-DNDN44
TRINITY_DN16_c0_g1_i1	S0005-DNDN16
TRINITY_DN32_c0_g1_i1	S0005-DNDN32
TRINITY_DN66_c0_g1_i1	S0005-DNDN66
TRINITY_DN89_c0_g1_i1	S0005-DNDN89
TRINITY_DN56_c0_g1_i1	S0005-DNDN56
TRINITY_DN77_c0_g1_i1	S0005-DNDN77
TRINITY_DN37_c0_g1_i1	S0005-DNDN37
TRINITY_DN85_c0_g1_i1	S0005-DNDN85
TRINITY_DN41_c0_g1_i1	S0005-DNDN41
TRINITY_DN30_c0_g1_i1	S0005-DNDN30
TRINITY_DN30_c1_g1_i1	S0005-DNDN30
TRINITY_DN62_c0_g1_i1	S0005-DNDN62
TRINITY_DN82_c0_g1_i2	S0005-DNDN82
TRINITY_DN82_c0_g1_i1	S0005-DNDN82
TRINITY_DN38_c0_g1_i1	S0005-DNDN38
TRINITY_DN10_c0_g1_i1	S0005-DNDN10
TRINITY_DN35_c0_g1_i1	S0005-DNDN35
TRINITY_DN13_c0_g1_i1	S0005-DNDN13
TRINITY_DN48_c0_g1_i1	S0005-DNDN48
TRINITY_DN17_c0_g1_i1	S0005-DNDN17
TRINITY_DN68_c0_g1_i1	S0005-DNDN68
TRINITY_DN61_c0_g1_i1	S0005-DNDN61
TRINITY_DN20_c0_g1_i1	S0005-DNDN20
TRINITY_DN20_c0_g1_i2	S0005-DNDN20
TRINITY_DN67_c0_g1_i1	S0005-DNDN67
TRINITY_DN45_c0_g1_i1	S0005-DNDN45
TRINITY_DN31_c0_g1_i1	S0005-DNDN31
TRINITY_DN21_c0_g1_i1	S0005-DNDN21
TRINITY_DN24_c0_g1_i1	S0005-DNDN24
TRINITY_DN29_c0_g1_i1	S0005-DNDN29
TRINITY_DN69_c0_g1_i1	S0005-DNDN69
TRINITY_DN79_c0_g1_i1	S0005-DNDN79
TRINITY_DN8_c0_g1_i1	S0005-DNDN8
TRINITY_DN52_c0_g1_i1	S0005-DNDN52
TRINITY_DN84_c0_g1_i1	S0005-DNDN84
TRINITY_DN73_c0_g1_i1	S0005-DNDN73
TRINITY_DN86_c0_g1_i1	S0005-DNDN86
TRINITY_DN43_c0_g1_i1	S0005-DNDN43
TRINITY_DN43_c0_g1_i2	S0005-DNDN43
TRINITY_DN53_c0_g1_i1	S0005-DNDN53
TRINITY_DN80_c0_g1_i1	S0005-DNDN80
TRINITY_DN87_c0_g1_i2	S0005-DNDN87
TRINITY_DN87_c0_g1_i1	S0005-DNDN87
TRINITY_DN94_c0_g1_i1	S0005-DNDN94
TRINITY_DN76_c0_g1_i1	S0005-DNDN76
TRINITY_DN15_c0_g1_i1	S0005-DNDN15
TRINITY_DN19_c0_g1_i2	S0005-DNDN19
TRINITY_DN19_c0_g1_i1	S0005-DNDN19
TRINITY_DN72_c0_g1_i1	S0005-DNDN72
TRINITY_DN18_c0_g1_i1	S0005-DNDN18
TRINITY_DN51_c0_g1_i1	S0005-DNDN51
TRINITY_DN91_c0_g1_i1	S0005-DNDN91
TRINITY_DN3_c0_g1_i1	S0005-DNDN3
TRINITY_DN40_c0_g1_i1	S0005-DNDN40
TRINITY_DN50_c0_g1_i1	S0005-DNDN50
TRINITY_DN60_c0_g1_i1	S0005-DNDN60
TRINITY_DN39_c0_g1_i1	S0005-DNDN39
TRINITY_DN78_c0_g1_i1	S0005-DNDN78
TRINITY_DN33_c0_g1_i1	S0005-DNDN33
TRINITY_DN1_c0_g1_i1	S0005-DNDN1
TRINITY_DN75_c0_g1_i1	S0005-DNDN75
TRINITY_DN2041_c0_g1_i1	S0005-DNDN2041
TRINITY_DN2024_c0_g1_i1	S0005-DNDN2024
TRINITY_DN2067_c0_g1_i1	S0005-DNDN2067
TRINITY_DN2025_c0_g1_i1	S0005-DNDN2025
TRINITY_DN2000_c0_g1_i1	S0005-DNDN2000
TRINITY_DN2029_c0_g1_i1	S0005-DNDN2029
TRINITY_DN2001_c0_g1_i1	S0005-DNDN2001
TRINITY_DN2071_c0_g1_i1	S0005-DNDN2071
TRINITY_DN2051_c0_g1_i1	S0005-DNDN2051
TRINITY_DN2049_c0_g1_i1	S0005-DNDN2049
TRINITY_DN2022_c0_g1_i1	S0005-DNDN2022
TRINITY_DN2026_c0_g1_i1	S0005-DNDN2026
TRINITY_DN2093_c0_g1_i1	S0005-DNDN2093
TRINITY_DN2098_c0_g1_i1	S0005-DNDN2098
TRINITY_DN2015_c0_g1_i1	S0005-DNDN2015
TRINITY_DN2064_c0_g1_i1	S0005-DNDN2064
TRINITY_DN2083_c0_g1_i1	S0005-DNDN2083
TRINITY_DN2016_c0_g1_i1	S0005-DNDN2016
TRINITY_DN2056_c0_g1_i1	S0005-DNDN2056
TRINITY_DN2081_c0_g1_i1	S0005-DNDN2081
TRINITY_DN2037_c0_g1_i1	S0005-DNDN2037
TRINITY_DN2052_c0_g1_i1	S0005-DNDN2052
TRINITY_DN2077_c0_g1_i1	S0005-DNDN2077
TRINITY_DN2034_c0_g1_i1	S0005-DNDN2034
TRINITY_DN2012_c0_g1_i1	S0005-DNDN2012
TRINITY_DN2009_c0_g1_i1	S0005-DNDN2009
TRINITY_DN2072_c0_g1_i1	S0005-DNDN2072
TRINITY_DN2086_c0_g1_i1	S0005-DNDN2086
TRINITY_DN2058_c0_g1_i1	S0005-DNDN2058
TRINITY_DN2005_c0_g1_i1	S0005-DNDN2005
TRINITY_DN2018_c0_g1_i1	S0005-DNDN2018
TRINITY_DN2039_c0_g1_i1	S0005-DNDN2039
TRINITY_DN2035_c0_g1_i1	S0005-DNDN2035
TRINITY_DN2068_c0_g1_i1	S0005-DNDN2068
TRINITY_DN2045_c0_g1_i1	S0005-DNDN2045
TRINITY_DN2094_c0_g1_i1	S0005-DNDN2094
TRINITY_DN2084_c0_g1_i1	S0005-DNDN2084
TRINITY_DN2069_c0_g1_i1	S0005-DNDN2069
TRINITY_DN2038_c0_g1_i1	S0005-DNDN2038
TRINITY_DN2085_c0_g1_i1	S0005-DNDN2085
TRINITY_DN2092_c0_g1_i1	S0005-DNDN2092
TRINITY_DN2013_c0_g1_i1	S0005-DNDN2013
TRINITY_DN2055_c0_g1_i1	S0005-DNDN2055
TRINITY_DN2078_c0_g1_i1	S0005-DNDN2078
TRINITY_DN2021_c0_g1_i1	S0005-DNDN2021
TRINITY_DN2019_c0_g1_i1	S0005-DNDN2019
TRINITY_DN2046_c0_g1_i1	S0005-DNDN2046
TRINITY_DN2062_c0_g1_i1	S0005-DNDN2062
